"file","group","year","parsed"
"data/input/awards/0000031.xml",6,2000-01-09,1
"data/input/awards/0000081.xml",6,2000-01-06,1
"data/input/awards/0000137.xml",6,2000-01-07,1
"data/input/awards/0000173.xml",6,1999-01-12,NA
"data/input/awards/0000185.xml",6,NA,NA
"data/input/awards/0000206.xml",6,2000-01-09,1
"data/input/awards/0000232.xml",6,NA,NA
"data/input/awards/0000252.xml",6,2000-01-06,1
"data/input/awards/0000269.xml",6,NA,NA
"data/input/awards/0000283.xml",6,NA,NA
"data/input/awards/0000305.xml",6,2000-01-11,1
"data/input/awards/0000336.xml",6,NA,NA
"data/input/awards/0000354.xml",6,2000-01-03,1
"data/input/awards/0000375.xml",6,2000-01-02,1
"data/input/awards/0000405.xml",6,NA,NA
"data/input/awards/0000425.xml",6,2000-01-06,1
"data/input/awards/0000451.xml",6,NA,NA
"data/input/awards/0000479.xml",6,2000-01-07,1
"data/input/awards/0000508.xml",6,2000-01-07,1
"data/input/awards/0000536.xml",6,2000-01-09,1
"data/input/awards/0000560.xml",6,2000-01-01,1
"data/input/awards/0000579.xml",6,2000-01-01,1
"data/input/awards/0000603.xml",6,NA,NA
"data/input/awards/0000628.xml",6,NA,NA
"data/input/awards/0000673.xml",6,2000-01-08,1
"data/input/awards/0000730.xml",6,2000-01-08,1
"data/input/awards/0000779.xml",6,2000-01-08,1
"data/input/awards/0000891.xml",6,2000-01-06,1
"data/input/awards/0000905.xml",6,NA,NA
"data/input/awards/0000938.xml",6,2000-01-09,1
"data/input/awards/0000956.xml",6,2000-01-04,1
"data/input/awards/0000982.xml",6,2000-01-09,1
"data/input/awards/0001000.xml",6,NA,NA
"data/input/awards/0001029.xml",6,NA,NA
"data/input/awards/0001042.xml",6,2000-01-03,1
"data/input/awards/0001074.xml",6,NA,NA
"data/input/awards/0001093.xml",6,2000-01-09,1
"data/input/awards/0001122.xml",6,2000-01-07,1
"data/input/awards/0001134.xml",6,2000-01-08,1
"data/input/awards/0001152.xml",6,2000-01-08,1
"data/input/awards/0001191.xml",6,2000-01-07,1
"data/input/awards/0001222.xml",6,2000-01-07,1
"data/input/awards/0001243.xml",6,2000-01-04,1
"data/input/awards/0001270.xml",6,2000-01-05,1
"data/input/awards/0001295.xml",6,2000-01-08,1
"data/input/awards/0001316.xml",6,2000-01-08,1
"data/input/awards/0001335.xml",6,2000-01-01,1
"data/input/awards/0001356.xml",6,2000-01-06,1
"data/input/awards/0001388.xml",6,2000-01-07,1
"data/input/awards/0001415.xml",6,NA,NA
"data/input/awards/0001439.xml",6,NA,NA
"data/input/awards/0001473.xml",6,2000-01-08,1
"data/input/awards/0001504.xml",6,2000-01-06,1
"data/input/awards/0001537.xml",6,2000-01-07,1
