"file","group","year","parsed"
"data/input/awards/0000009.xml",3,NA,NA
"data/input/awards/0000060.xml",3,NA,NA
"data/input/awards/0000126.xml",3,2000-01-07,1
"data/input/awards/0000170.xml",3,NA,NA
"data/input/awards/0000182.xml",3,2000-01-06,1
"data/input/awards/0000201.xml",3,2000-01-06,1
"data/input/awards/0000227.xml",3,NA,NA
"data/input/awards/0000248.xml",3,2000-01-04,1
"data/input/awards/0000266.xml",3,2000-01-05,1
"data/input/awards/0000280.xml",3,2000-01-06,1
"data/input/awards/0000298.xml",3,NA,NA
"data/input/awards/0000330.xml",3,NA,NA
"data/input/awards/0000351.xml",3,2000-01-04,1
"data/input/awards/0000368.xml",3,2000-01-02,1
"data/input/awards/0000394.xml",3,2001-01-01,1
"data/input/awards/0000419.xml",3,2000-01-09,1
"data/input/awards/0000442.xml",3,2000-01-05,1
"data/input/awards/0000475.xml",3,2000-01-09,1
"data/input/awards/0000495.xml",3,2001-01-05,1
"data/input/awards/0000527.xml",3,NA,NA
"data/input/awards/0000556.xml",3,NA,NA
"data/input/awards/0000573.xml",3,2000-01-06,1
"data/input/awards/0000592.xml",3,2000-01-06,1
"data/input/awards/0000617.xml",3,NA,NA
"data/input/awards/0000652.xml",3,NA,NA
"data/input/awards/0000721.xml",3,2000-01-02,1
"data/input/awards/0000743.xml",3,2000-01-07,1
"data/input/awards/0000881.xml",3,NA,NA
"data/input/awards/0000899.xml",3,2000-01-02,1
"data/input/awards/0000926.xml",3,2000-01-07,1
"data/input/awards/0000952.xml",3,2000-01-07,1
"data/input/awards/0000977.xml",3,2000-01-05,1
"data/input/awards/0000994.xml",3,2000-01-02,1
"data/input/awards/0001018.xml",3,2000-01-08,1
"data/input/awards/0001038.xml",3,2000-01-02,1
"data/input/awards/0001056.xml",3,2000-01-07,1
"data/input/awards/0001088.xml",3,NA,NA
"data/input/awards/0001116.xml",3,NA,NA
"data/input/awards/0001131.xml",3,2000-01-08,1
"data/input/awards/0001147.xml",3,2000-01-06,1
"data/input/awards/0001173.xml",3,2000-01-08,1
"data/input/awards/0001212.xml",3,2000-01-07,1
"data/input/awards/0001239.xml",3,2000-01-07,1
"data/input/awards/0001265.xml",3,NA,NA
"data/input/awards/0001288.xml",3,2000-01-04,1
"data/input/awards/0001309.xml",3,2000-01-04,1
"data/input/awards/0001332.xml",3,2000-01-09,1
"data/input/awards/0001350.xml",3,2000-01-03,1
"data/input/awards/0001382.xml",3,NA,NA
"data/input/awards/0001408.xml",3,NA,NA
