"file","group","year","parsed"
"data/input/awards/0000047.xml",10,2000-01-03,1
"data/input/awards/0000109.xml",10,NA,NA
"data/input/awards/0000163.xml",10,2000-01-05,1
"data/input/awards/0000179.xml",10,2000-01-03,1
"data/input/awards/0000193.xml",10,NA,NA
"data/input/awards/0000213.xml",10,2000-01-04,1
"data/input/awards/0000241.xml",10,2000-01-08,1
"data/input/awards/0000260.xml",10,NA,NA
"data/input/awards/0000274.xml",10,NA,NA
"data/input/awards/0000293.xml",10,NA,NA
"data/input/awards/0000319.xml",10,NA,NA
"data/input/awards/0000340.xml",10,NA,NA
"data/input/awards/0000363.xml",10,2001-01-02,1
"data/input/awards/0000387.xml",10,2000-01-04,1
"data/input/awards/0000411.xml",10,2000-01-01,1
"data/input/awards/0000433.xml",10,NA,NA
"data/input/awards/0000466.xml",10,NA,NA
"data/input/awards/0000485.xml",10,2000-01-06,1
"data/input/awards/0000518.xml",10,2000-01-09,1
"data/input/awards/0000545.xml",10,2000-01-05,1
"data/input/awards/0000567.xml",10,NA,NA
"data/input/awards/0000585.xml",10,NA,NA
"data/input/awards/0000611.xml",10,2000-01-06,1
"data/input/awards/0000644.xml",10,NA,NA
"data/input/awards/0000717.xml",10,NA,NA
"data/input/awards/0000735.xml",10,2000-01-04,1
"data/input/awards/0000806.xml",10,2000-01-07,1
"data/input/awards/0000895.xml",10,2001-01-01,1
"data/input/awards/0000922.xml",10,2000-01-07,1
"data/input/awards/0000948.xml",10,2000-01-06,1
"data/input/awards/0000961.xml",10,2000-01-10,1
"data/input/awards/0000988.xml",10,2000-01-07,1
"data/input/awards/0001013.xml",10,2000-01-07,1
"data/input/awards/0001035.xml",10,NA,NA
"data/input/awards/0001049.xml",10,NA,NA
"data/input/awards/0001084.xml",10,2000-01-07,1
"data/input/awards/0001102.xml",10,NA,NA
"data/input/awards/0001127.xml",10,2000-01-07,1
"data/input/awards/0001143.xml",10,2000-01-09,1
"data/input/awards/0001160.xml",10,NA,NA
"data/input/awards/0001199.xml",10,2000-01-08,1
"data/input/awards/0001232.xml",10,2000-01-10,1
"data/input/awards/0001251.xml",10,2000-01-07,1
"data/input/awards/0001282.xml",10,NA,NA
"data/input/awards/0001304.xml",10,2000-01-08,1
"data/input/awards/0001325.xml",10,2000-01-06,1
"data/input/awards/0001346.xml",10,2000-01-06,1
"data/input/awards/0001378.xml",10,NA,NA
"data/input/awards/0001401.xml",10,NA,NA
"data/input/awards/0001427.xml",10,2000-01-07,1
"data/input/awards/0001453.xml",10,NA,NA
"data/input/awards/0001483.xml",10,2000-01-03,1
"data/input/awards/0001522.xml",10,NA,NA
"data/input/awards/0001543.xml",10,NA,NA
"data/input/awards/0001579.xml",10,2000-01-09,1
"data/input/awards/0001621.xml",10,NA,NA
"data/input/awards/0001653.xml",10,NA,NA
"data/input/awards/0001678.xml",10,2000-01-08,1
"data/input/awards/0001700.xml",10,2001-01-09,1
"data/input/awards/0001718.xml",10,NA,NA
"data/input/awards/0001748.xml",10,2000-01-10,1
"data/input/awards/0001780.xml",10,NA,NA
"data/input/awards/0001799.xml",10,NA,NA
"data/input/awards/0001824.xml",10,2001-01-01,1
"data/input/awards/0001871.xml",10,NA,NA
"data/input/awards/0001890.xml",10,NA,NA
"data/input/awards/0001903.xml",10,NA,NA
"data/input/awards/0001929.xml",10,2000-01-12,1
"data/input/awards/0001951.xml",10,2000-01-09,1
"data/input/awards/0001965.xml",10,NA,NA
"data/input/awards/0001986.xml",10,2000-01-07,1
"data/input/awards/0002004.xml",10,NA,NA
"data/input/awards/0002031.xml",10,2000-01-10,1
"data/input/awards/0002057.xml",10,2001-01-01,1
"data/input/awards/0002086.xml",10,2000-01-05,1
"data/input/awards/0002125.xml",10,2000-01-08,1
"data/input/awards/0002141.xml",10,2000-01-09,1
"data/input/awards/0002180.xml",10,2000-01-08,1
"data/input/awards/0002199.xml",10,NA,NA
"data/input/awards/0002218.xml",10,NA,NA
"data/input/awards/0002233.xml",10,2000-01-08,1
"data/input/awards/0002255.xml",10,NA,NA
"data/input/awards/0002285.xml",10,NA,NA
"data/input/awards/0002312.xml",10,NA,NA
"data/input/awards/0002340.xml",10,2000-01-09,1
"data/input/awards/0002361.xml",10,NA,NA
"data/input/awards/0002381.xml",10,NA,NA
"data/input/awards/0002411.xml",10,2000-01-12,1
"data/input/awards/0002458.xml",10,NA,NA
"data/input/awards/0002473.xml",10,2000-01-09,1
"data/input/awards/0002509.xml",10,1999-01-12,NA
"data/input/awards/0002538.xml",10,2000-01-09,1
"data/input/awards/0002568.xml",10,2000-01-09,1
"data/input/awards/0002600.xml",10,2002-01-04,1
"data/input/awards/0002626.xml",10,2000-01-10,1
"data/input/awards/0002651.xml",10,NA,NA
"data/input/awards/0002669.xml",10,2000-01-08,1
"data/input/awards/0002688.xml",10,2000-01-09,1
"data/input/awards/0002715.xml",10,2000-01-09,1
"data/input/awards/0002739.xml",10,NA,NA
"data/input/awards/0002768.xml",10,2000-01-06,1
"data/input/awards/0002802.xml",10,2000-01-09,1
"data/input/awards/0002829.xml",10,NA,NA
"data/input/awards/0002858.xml",10,2000-01-08,1
"data/input/awards/0002889.xml",10,2000-01-08,1
"data/input/awards/0002917.xml",10,2000-01-09,1
"data/input/awards/0002945.xml",10,2000-01-10,1
"data/input/awards/0002976.xml",10,NA,NA
"data/input/awards/0003006.xml",10,2001-01-09,1
"data/input/awards/0003022.xml",10,2000-01-06,1
"data/input/awards/0003047.xml",10,2000-01-08,1
"data/input/awards/0003065.xml",10,2000-01-09,1
"data/input/awards/0003081.xml",10,2000-01-10,1
"data/input/awards/0003108.xml",10,2000-01-10,1
"data/input/awards/0003138.xml",10,2000-01-06,1
"data/input/awards/0003156.xml",10,2001-01-04,1
"data/input/awards/0003180.xml",10,NA,NA
"data/input/awards/0003198.xml",10,NA,NA
"data/input/awards/0003223.xml",10,2000-01-12,1
"data/input/awards/0003245.xml",10,2001-01-04,1
"data/input/awards/0003263.xml",10,NA,NA
"data/input/awards/0003279.xml",10,2001-01-04,1
"data/input/awards/0003303.xml",10,2001-01-01,1
"data/input/awards/0003346.xml",10,2000-01-12,1
"data/input/awards/0003364.xml",10,2001-01-02,1
"data/input/awards/0003392.xml",10,2000-01-08,1
"data/input/awards/0003418.xml",10,2001-01-01,1
"data/input/awards/0003440.xml",10,2001-01-08,1
"data/input/awards/0003463.xml",10,2001-01-01,1
"data/input/awards/0003500.xml",10,2001-01-01,1
"data/input/awards/0003521.xml",10,2001-01-06,1
"data/input/awards/0003542.xml",10,NA,NA
"data/input/awards/0003563.xml",10,2001-01-01,1
"data/input/awards/0003579.xml",10,2001-01-05,1
"data/input/awards/0003609.xml",10,2001-01-07,1
"data/input/awards/0003623.xml",10,2001-01-10,1
"data/input/awards/0003651.xml",10,2001-01-04,1
"data/input/awards/0003680.xml",10,2001-01-02,1
"data/input/awards/0003699.xml",10,2001-01-06,1
"data/input/awards/0003714.xml",10,2000-01-10,1
"data/input/awards/0003731.xml",10,2000-01-08,1
"data/input/awards/0003744.xml",10,2001-01-02,1
"data/input/awards/0003777.xml",10,2000-01-08,1
"data/input/awards/0003799.xml",10,NA,NA
"data/input/awards/0003821.xml",10,2001-01-04,1
"data/input/awards/0003838.xml",10,2000-01-07,1
"data/input/awards/0003861.xml",10,NA,NA
"data/input/awards/0003881.xml",10,2001-01-07,1
"data/input/awards/0003901.xml",10,2000-01-11,1
"data/input/awards/0003930.xml",10,NA,NA
"data/input/awards/0003953.xml",10,2001-01-04,1
"data/input/awards/0003980.xml",10,2000-01-09,1
"data/input/awards/0004030.xml",10,2000-01-09,1
"data/input/awards/0004049.xml",10,2000-01-09,1
"data/input/awards/0004076.xml",10,NA,NA
"data/input/awards/0004099.xml",10,2000-01-08,1
"data/input/awards/0004121.xml",10,NA,NA
"data/input/awards/0004134.xml",10,2001-01-01,1
"data/input/awards/0004148.xml",10,2000-01-10,1
"data/input/awards/0004167.xml",10,NA,NA
"data/input/awards/0004199.xml",10,2001-01-03,1
"data/input/awards/0004224.xml",10,2001-01-05,1
"data/input/awards/0004240.xml",10,NA,NA
"data/input/awards/0004255.xml",10,2000-01-10,1
"data/input/awards/0004271.xml",10,2000-01-09,1
"data/input/awards/0004287.xml",10,2001-01-04,1
"data/input/awards/0004324.xml",10,NA,NA
"data/input/awards/0004350.xml",10,2001-01-06,1
"data/input/awards/0004378.xml",10,2001-01-03,1
"data/input/awards/0004402.xml",10,NA,NA
"data/input/awards/0004433.xml",10,NA,NA
"data/input/awards/0004466.xml",10,2001-01-06,1
"data/input/awards/0004495.xml",10,NA,NA
"data/input/awards/0004530.xml",10,2000-01-12,1
"data/input/awards/0010008.xml",10,NA,NA
"data/input/awards/0010059.xml",10,NA,NA
"data/input/awards/0010093.xml",10,2001-01-09,1
"data/input/awards/0010124.xml",10,NA,NA
"data/input/awards/0041132.xml",10,1999-01-10,NA
"data/input/awards/0049009.xml",10,2000-01-06,1
"data/input/awards/0049019.xml",10,2000-01-07,1
"data/input/awards/0049030.xml",10,2000-01-08,1
"data/input/awards/0049040.xml",10,NA,NA
"data/input/awards/0049050.xml",10,2000-07-07,1
"data/input/awards/0049061.xml",10,2000-01-09,1
"data/input/awards/0049071.xml",10,2000-01-07,1
"data/input/awards/0049081.xml",10,2000-01-07,1
"data/input/awards/0049091.xml",10,2000-01-09,1
"data/input/awards/0053250.xml",10,2000-01-09,1
"data/input/awards/0053284.xml",10,2000-01-07,1
"data/input/awards/0053303.xml",10,2000-01-09,1
"data/input/awards/0060051.xml",10,2001-01-01,1
"data/input/awards/0060136.xml",10,2001-01-01,1
"data/input/awards/0060205.xml",10,2001-01-01,1
"data/input/awards/0060258.xml",10,2001-01-01,1
"data/input/awards/0060304.xml",10,2001-01-01,1
"data/input/awards/0060356.xml",10,2001-01-01,1
"data/input/awards/0060414.xml",10,2001-01-01,1
"data/input/awards/0060476.xml",10,2001-01-01,1
"data/input/awards/0060513.xml",10,2001-01-01,1
"data/input/awards/0060554.xml",10,2001-01-01,1
"data/input/awards/0060615.xml",10,2001-01-01,1
"data/input/awards/0060707.xml",10,2001-01-01,1
"data/input/awards/0060769.xml",10,2001-01-01,1
"data/input/awards/0070008.xml",10,1999-01-12,NA
"data/input/awards/0070046.xml",10,NA,NA
"data/input/awards/0070088.xml",10,NA,NA
"data/input/awards/0070128.xml",10,2000-01-05,1
"data/input/awards/0070176.xml",10,2000-01-06,1
"data/input/awards/0070218.xml",10,2000-01-07,1
"data/input/awards/0070267.xml",10,2000-01-05,1
"data/input/awards/0070319.xml",10,NA,NA
"data/input/awards/0070345.xml",10,NA,NA
"data/input/awards/0070371.xml",10,2000-01-05,1
"data/input/awards/0070395.xml",10,2000-01-04,1
"data/input/awards/0070419.xml",10,NA,NA
"data/input/awards/0070438.xml",10,2000-01-06,1
"data/input/awards/0070463.xml",10,2000-01-04,1
"data/input/awards/0070485.xml",10,2000-01-09,1
"data/input/awards/0070511.xml",10,NA,NA
"data/input/awards/0070538.xml",10,2000-01-07,1
"data/input/awards/0070554.xml",10,2000-01-09,1
"data/input/awards/0070586.xml",10,2000-01-08,1
"data/input/awards/0070608.xml",10,2000-01-07,1
"data/input/awards/0070630.xml",10,2000-01-07,1
"data/input/awards/0070650.xml",10,NA,NA
"data/input/awards/0070678.xml",10,2000-01-07,1
"data/input/awards/0070696.xml",10,2000-01-07,1
"data/input/awards/0070714.xml",10,NA,NA
"data/input/awards/0070729.xml",10,NA,NA
"data/input/awards/0070761.xml",10,NA,NA
"data/input/awards/0070777.xml",10,2000-01-09,1
"data/input/awards/0070798.xml",10,2000-01-06,1
"data/input/awards/0070819.xml",10,2000-01-06,1
"data/input/awards/0070846.xml",10,NA,NA
"data/input/awards/0070872.xml",10,2000-01-06,1
"data/input/awards/0070889.xml",10,2000-01-07,1
"data/input/awards/0070918.xml",10,2000-01-08,1
"data/input/awards/0070935.xml",10,2000-01-09,1
"data/input/awards/0070964.xml",10,NA,NA
"data/input/awards/0070985.xml",10,2000-01-07,1
"data/input/awards/0071011.xml",10,NA,NA
"data/input/awards/0071035.xml",10,2000-01-10,1
"data/input/awards/0071058.xml",10,2000-01-09,1
"data/input/awards/0071071.xml",10,2000-01-04,1
"data/input/awards/0071099.xml",10,2000-01-07,1
"data/input/awards/0071139.xml",10,NA,NA
"data/input/awards/0071185.xml",10,2000-01-04,1
"data/input/awards/0071231.xml",10,2000-01-04,1
"data/input/awards/0071270.xml",10,2000-01-05,1
"data/input/awards/0071317.xml",10,2000-01-08,1
"data/input/awards/0071338.xml",10,2000-01-08,1
"data/input/awards/0071358.xml",10,2000-01-07,1
"data/input/awards/0071372.xml",10,NA,NA
"data/input/awards/0071393.xml",10,2000-01-06,1
"data/input/awards/0071425.xml",10,NA,NA
"data/input/awards/0071459.xml",10,NA,NA
"data/input/awards/0071482.xml",10,2000-01-07,1
"data/input/awards/0071506.xml",10,2000-01-09,1
"data/input/awards/0071528.xml",10,2000-01-06,1
"data/input/awards/0071568.xml",10,2000-01-07,1
"data/input/awards/0071595.xml",10,2000-01-08,1
"data/input/awards/0071630.xml",10,2001-01-02,1
"data/input/awards/0071658.xml",10,NA,NA
"data/input/awards/0071701.xml",10,2000-01-09,1
"data/input/awards/0071729.xml",10,2000-01-09,1
"data/input/awards/0071755.xml",10,NA,NA
"data/input/awards/0071771.xml",10,NA,NA
"data/input/awards/0071820.xml",10,2000-01-09,1
"data/input/awards/0071852.xml",10,2000-01-07,1
"data/input/awards/0071885.xml",10,2000-01-07,1
"data/input/awards/0071901.xml",10,2000-01-08,1
"data/input/awards/0071939.xml",10,NA,NA
"data/input/awards/0071970.xml",10,2000-01-02,1
"data/input/awards/0072009.xml",10,2000-01-06,1
"data/input/awards/0072043.xml",10,2000-01-10,1
"data/input/awards/0072101.xml",10,NA,NA
"data/input/awards/0072134.xml",10,2000-01-07,1
"data/input/awards/0072162.xml",10,2000-01-06,1
"data/input/awards/0072182.xml",10,NA,NA
"data/input/awards/0072200.xml",10,2000-01-06,1
"data/input/awards/0072228.xml",10,2000-01-09,1
"data/input/awards/0072259.xml",10,NA,NA
"data/input/awards/0072292.xml",10,NA,NA
"data/input/awards/0072320.xml",10,2000-01-05,1
"data/input/awards/0072356.xml",10,2000-01-07,1
"data/input/awards/0072384.xml",10,NA,NA
"data/input/awards/0072415.xml",10,2000-01-09,1
"data/input/awards/0072439.xml",10,NA,NA
"data/input/awards/0072486.xml",10,2000-01-07,1
"data/input/awards/0072512.xml",10,2000-01-06,1
"data/input/awards/0072540.xml",10,NA,NA
"data/input/awards/0072565.xml",10,2000-01-08,1
"data/input/awards/0072598.xml",10,2000-01-08,1
"data/input/awards/0072629.xml",10,NA,NA
"data/input/awards/0072671.xml",10,2000-01-07,1
"data/input/awards/0072700.xml",10,2000-01-09,1
"data/input/awards/0072731.xml",10,2000-01-05,1
"data/input/awards/0072763.xml",10,2000-01-07,1
"data/input/awards/0072803.xml",10,2000-01-08,1
