"file","group","year","parsed"
"data/input/awards/0000026.xml",4,NA,NA
"data/input/awards/0000070.xml",4,2000-01-01,1
"data/input/awards/0000135.xml",4,NA,NA
"data/input/awards/0000171.xml",4,NA,NA
"data/input/awards/0000183.xml",4,NA,NA
"data/input/awards/0000203.xml",4,2000-01-07,1
"data/input/awards/0000228.xml",4,1999-01-11,NA
"data/input/awards/0000250.xml",4,NA,NA
"data/input/awards/0000267.xml",4,NA,NA
"data/input/awards/0000281.xml",4,NA,NA
"data/input/awards/0000299.xml",4,2000-01-05,1
"data/input/awards/0000331.xml",4,NA,NA
"data/input/awards/0000352.xml",4,2000-01-09,1
"data/input/awards/0000373.xml",4,1999-01-11,NA
"data/input/awards/0000395.xml",4,2000-01-03,1
"data/input/awards/0000423.xml",4,2000-01-03,1
"data/input/awards/0000443.xml",4,NA,NA
"data/input/awards/0000477.xml",4,NA,NA
"data/input/awards/0000501.xml",4,NA,NA
"data/input/awards/0000528.xml",4,2000-01-01,1
"data/input/awards/0000557.xml",4,NA,NA
"data/input/awards/0000575.xml",4,NA,NA
"data/input/awards/0000594.xml",4,2000-01-06,1
"data/input/awards/0000620.xml",4,2000-01-09,1
"data/input/awards/0000654.xml",4,2000-01-08,1
"data/input/awards/0000725.xml",4,2000-01-07,1
"data/input/awards/0000745.xml",4,2000-01-07,1
"data/input/awards/0000882.xml",4,NA,NA
"data/input/awards/0000900.xml",4,2000-01-02,1
"data/input/awards/0000932.xml",4,2000-01-08,1
"data/input/awards/0000953.xml",4,NA,NA
"data/input/awards/0000978.xml",4,2000-01-07,1
"data/input/awards/0000998.xml",4,2000-01-07,1
"data/input/awards/0001023.xml",4,NA,NA
"data/input/awards/0001039.xml",4,2000-01-02,1
"data/input/awards/0001063.xml",4,NA,NA
"data/input/awards/0001090.xml",4,2000-01-08,1
"data/input/awards/0001118.xml",4,NA,NA
"data/input/awards/0001132.xml",4,2000-01-07,1
"data/input/awards/0001149.xml",4,2000-01-07,1
"data/input/awards/0001182.xml",4,2000-01-07,1
"data/input/awards/0001215.xml",4,NA,NA
"data/input/awards/0001240.xml",4,2000-01-11,1
"data/input/awards/0001266.xml",4,2000-01-08,1
